 TIME             FUK             MAJO            INU             NE93            BJT             MA2             XAN             ULN             SHR             MDJ             INCN      
      42.000 -0.73020755E-12 -0.54992318E-09 -0.17830977E-12 -0.23724479E-11 -0.13553892E-11 -0.80887018E-12  0.78562601E-13 -0.32783821E-13 -0.17904650E-10 -0.13727359E-10 -0.13922687E-10
      43.000 -0.98357765E-12 -0.55606676E-09  0.10487112E-10 -0.27560551E-11 -0.16479342E-11 -0.87911425E-12  0.67259527E-13 -0.52968185E-13 -0.20839491E-10 -0.15128930E-10 -0.15096559E-10
      44.000 -0.14239095E-11 -0.55182900E-09  0.24277599E-10 -0.31867425E-11 -0.17539572E-11 -0.96123926E-12  0.57979945E-13 -0.77151365E-13 -0.24307174E-10 -0.17399145E-10 -0.17249786E-10
      45.000 -0.12548516E-11 -0.52714468E-09  0.40302137E-10 -0.35196076E-11 -0.18954145E-11 -0.10545201E-11  0.47355103E-13 -0.11368505E-12 -0.28091562E-10 -0.19540203E-10 -0.19706508E-10
      46.000 -0.89174979E-12 -0.49346587E-09  0.57980985E-10 -0.38800513E-11 -0.22819144E-11 -0.11449079E-11  0.28042005E-13 -0.15649005E-12 -0.32073721E-10 -0.21091061E-10 -0.21467936E-10
      47.000 -0.11725221E-11 -0.45901135E-09  0.78755560E-10 -0.44251267E-11 -0.26836798E-11 -0.12333872E-11  0.27967179E-14 -0.19801548E-12 -0.36536258E-10 -0.23127009E-10 -0.23273841E-10
      48.000 -0.16562982E-11 -0.40594508E-09  0.10368011E-09 -0.50283008E-11 -0.28866541E-11 -0.13347914E-11 -0.21629122E-13 -0.24586234E-12 -0.41661375E-10 -0.26151567E-10 -0.26196325E-10
      49.000 -0.14623130E-11 -0.32200810E-09  0.13175385E-09 -0.55318615E-11 -0.31373156E-11 -0.14481022E-11 -0.49140741E-13 -0.30909828E-12 -0.47202333E-10 -0.29052476E-10 -0.29475254E-10
      50.000 -0.10598621E-11 -0.22540715E-09  0.16251732E-09 -0.60761689E-11 -0.36631142E-11 -0.15578582E-11 -0.87780343E-13 -0.38093970E-12 -0.53019366E-10 -0.31328388E-10 -0.32010527E-10
      51.000 -0.13765462E-11 -0.12073421E-09  0.19763267E-09 -0.68327023E-11 -0.42091147E-11 -0.16652648E-11 -0.13440964E-12 -0.45320391E-12 -0.59434812E-10 -0.34179518E-10 -0.34635238E-10
      52.000 -0.19147693E-11  0.28174510E-10  0.23809378E-09 -0.76601640E-11 -0.45433246E-11 -0.17865439E-11 -0.18163465E-12 -0.53439858E-12 -0.66660441E-10 -0.38155405E-10 -0.38532081E-10
      53.000 -0.16996958E-11  0.23062676E-09  0.28281840E-09 -0.83868151E-11 -0.49393661E-11 -0.19203477E-11 -0.23382598E-12 -0.63452223E-12 -0.74412447E-10 -0.42015330E-10 -0.42845762E-10
      54.000 -0.12616092E-11  0.43802185E-09  0.33165225E-09 -0.91696867E-11 -0.56439956E-11 -0.20496674E-11 -0.29980791E-12 -0.74619798E-12 -0.82523307E-10 -0.45213532E-10 -0.46363609E-10
      55.000 -0.16282516E-11  0.66247783E-09  0.38649463E-09 -0.10195971E-10 -0.63743124E-11 -0.21759692E-11 -0.37615168E-12 -0.86063474E-12 -0.91360079E-10 -0.49090206E-10 -0.50023753E-10
      56.000 -0.22380165E-11  0.10205635E-08  0.44806558E-09 -0.11307801E-10 -0.68788731E-11 -0.23170037E-11 -0.45492254E-12 -0.98724300E-12 -0.10117090E-09 -0.54245434E-10 -0.55131515E-10
      57.000 -0.20110806E-11  0.14483253E-08  0.51523297E-09 -0.12318064E-10 -0.74614642E-11 -0.24710472E-11 -0.54109814E-12 -0.11368194E-11 -0.11163004E-09 -0.59294184E-10 -0.60724080E-10
      58.000 -0.15466573E-11  0.13859930E-08  0.58850174E-09 -0.13402362E-10 -0.83898195E-11 -0.26193910E-11 -0.64433006E-12 -0.13011410E-11 -0.12253628E-09 -0.63641621E-10 -0.65463517E-10
      59.000 -0.19844246E-11  0.87083004E-11  0.67000742E-09 -0.14764994E-10 -0.93499911E-11 -0.27638010E-11 -0.76074277E-12 -0.14707198E-11 -0.13430909E-09 -0.68784890E-10 -0.70406190E-10
      60.000 -0.26904878E-11 -0.31167599E-08  0.75978677E-09 -0.16229480E-10 -0.10069438E-10 -0.29236996E-11 -0.88166083E-12 -0.16560899E-11 -0.14724184E-09 -0.75379640E-10 -0.76993510E-10
      61.000 -0.24676464E-11 -0.78239525E-08  0.85687860E-09 -0.17591841E-10 -0.10885430E-10 -0.30969239E-11 -0.10126162E-11 -0.18691043E-11 -0.16095860E-09 -0.81878509E-10 -0.84141072E-10
      62.000 -0.19929953E-11 -0.13934022E-07  0.96332571E-09 -0.19048365E-10 -0.12088418E-10 -0.32628973E-11 -0.11641182E-11 -0.21007204E-11 -0.17521234E-09 -0.87632241E-10 -0.90371361E-10
      63.000 -0.25314596E-11 -0.21753075E-07  0.10813785E-08 -0.20821961E-10 -0.13329878E-10 -0.34237434E-11 -0.13318379E-11 -0.23406534E-11 -0.19048234E-09 -0.94314065E-10 -0.96873854E-10
      64.000 -0.33674265E-11 -0.31602037E-07  0.12092277E-08 -0.22715236E-10 -0.14314283E-10 -0.36007348E-11 -0.15064113E-11 -0.26004959E-11 -0.20712371E-09 -0.10264081E-09 -0.10524110E-09
      65.000 -0.31722112E-11 -0.42963453E-07  0.13465579E-08 -0.24505688E-10 -0.15415988E-10 -0.37912176E-11 -0.16941241E-11 -0.28930229E-11 -0.22471003E-09 -0.11088230E-09 -0.11425110E-09
      66.000 -0.27108821E-11 -0.54561506E-07  0.14992011E-08 -0.26412650E-10 -0.16949982E-10 -0.39725730E-11 -0.19064999E-11 -0.32081333E-11 -0.24293887E-09 -0.11832873E-09 -0.12227052E-09
      67.000 -0.33886984E-11 -0.65408985E-07  0.16692101E-08 -0.28679285E-10 -0.18529197E-10 -0.41473538E-11 -0.21386699E-11 -0.35346788E-11 -0.26235599E-09 -0.12685102E-09 -0.13063879E-09
      68.000 -0.43976394E-11 -0.75391865E-07  0.18498962E-08 -0.31084691E-10 -0.19833058E-10 -0.43388804E-11 -0.23803777E-11 -0.38855566E-11 -0.28339150E-09 -0.13723351E-09 -0.14111656E-09
      69.000 -0.42614939E-11 -0.84603308E-07  0.20434542E-08 -0.33386030E-10 -0.21277046E-10 -0.45439432E-11 -0.26385541E-11 -0.42747198E-11 -0.30556016E-09 -0.14753995E-09 -0.15232601E-09
